Name,Known As,Born,Career,Matches,Inns,Runs,100s,HS,Bat Avg,Wkts,4W,Bowl Avg,E/R,Best,Country,Format
Nangeyalia Kharote*,Nangeyalia Kharote,25/04/2004,2024-,6,5,7,0,4,3.50,5,0,15.60,6.50,2/16,AFG,W
M Nasim Baras,Mohammad Nasim Baras,30/05/1993,2015-2015,3,1,1,0,1*,1.00,2,0,28.00,7.00,1/11,AFG,W
Naveen-ul-Haq*,Naveen-ul-Haq,23/09/1999,2019-,48,14,44,0,13*,4.89,67,2,18.73,7.79,4/20,AFG,W
Nawroz Mangal,Nawroz Mangal,28/11/1984,2010-2017,32,32,505,0,65,18.04,4,0,20.00,8.00,3/23,AFG,W
Nijat Masood*,Nijat Masood,30/12/1998,2022-,3,1,4,0,4,0.00,4,0,23.75,8.64,3/39,AFG,W
Noor Ahmad*,Noor Ahmad,03/01/2005,2022-,14,8,41,0,12*,6.83,7,1,37.71,6.95,4/10,AFG,W
Noor Ali Zadran*,Noor Ali Zadran,10/07/1988,2010-,23,23,597,0,63*,27.14,0,0,-,-,,AFG,W
Qais Ahmad*,Qais Ahmad,15/08/2000,2020-,11,5,33,0,18*,8.25,16,0,13.81,6.91,3/16,AFG,W
Raees Ahmadzai,Raees Ahmadzai,03/09/1984,2010-2010,8,6,91,0,33,30.33,0,0,-,-,,AFG,W
Rahmanullah Gurbaz*,Rahmanullah Gurbaz,28/11/2001,2019-,66,66,1683,1,100*,25.50,0,0,-,-,,AFG,W
Rahmat Shah*,Rahmat Shah,06/07/1993,2024-,1,1,3,0,3*,3.00,0,0,-,-,,AFG,W
Rashid Khan*,Rashid Khan,20/09/1998,2015-,95,58,458,0,48,13.88,159,10,13.67,6.03,5/3,AFG,W
Rokhan Barakzai,Rokhan Barakzai,01/01/1989,2015-2015,3,0,0,0,0*,0.00,6,0,12.50,7.50,2/21,AFG,W
Samiullah Shinwari*,Samiullah Shinwari,31/12/1987,2010-,65,56,1013,0,61*,22.02,28,2,24.57,6.51,5/13,AFG,W
Sayed Shirzad,Sayed Shirzad,01/10/1994,2015-2019,4,1,1,0,1*,1.00,7,0,16.57,7.73,3/16,AFG,W
Sediqullah Atal*,Sediqullah Atal,12/08/2001,2023-,9,9,96,0,35*,10.67,0,0,-,-,,AFG,W
Shabir Noori,Shabir Noori,22/02/1992,2012-2012,1,1,15,0,15*,15.00,0,0,-,-,,AFG,W
Shafiqullah,Shafiqullah,07/08/1989,2010-2019,46,42,494,0,51,16.47,0,0,-,-,,AFG,W
Shahidullah Kamal*,Shahidullah Kamal,06/02/1999,2023-,3,3,72,0,49,36.00,0,0,-,-,,AFG,W
Shapoor Zadran,Shapoor Zadran,08/07/1987,2010-2020,36,13,27,0,13*,3.86,37,0,24.51,7.83,3/40,AFG,W
Sharafuddin Ashraf*,Sharafuddin Ashraf,10/01/1995,2015-,19,12,46,0,18*,7.67,8,0,42.75,7.43,3/27,AFG,W
Usman Ghani*,Usman Ghani,20/11/1996,2015-,35,34,786,0,73*,25.35,0,0,-,-,,AFG,W
Wafadar Momand*,Wafadar Momand,05/10/1999,2023-,2,0,0,0,0*,0.00,0,0,-,12.58,0/30,AFG,W
Yamin Ahmadzai*,Yamin Ahmadzai,25/07/1992,2015-2015,2,1,1,0,1,0.00,5,0,13.00,9.07,3/34,AFG,W
Zahir Khan*,Zahir Khan,20/12/1998,2023-,1,0,0,0,0*,0.00,0,0,-,14.00,0/14,AFG,W
Zamir Khan*,Zamir Khan,16/03/1992,2012-,4,1,0,0,0*,0.00,3,0,20.67,5.64,1/16,AFG,W
Ziaur Rahman*,Ziaur Rahman,17/10/1998,2019-2019,1,0,0,0,0*,0.00,2,0,21.00,10.50,2/42,AFG,W
Zubaid Akbari*,Zubaid Akbari,01/05/2000,2023-,3,3,8,0,5*,2.67,0,0,-,-,,AFG,W
Total Players = 58,,,,,,,,,,,,,,,AFG,W
Ajmal Shahzad,Ajmal Shahzad,27/07/1985,2010-2011,3,1,0,0,0,0.00,3,0,32.33,8.82,2/38,ENG,W
T R Ambrose,Timothy Ambrose,01/12/1982,2008-2008,1,0,0,0,0*,0.00,0,0,-,-,,ENG,W
J M Anderson,James Anderson,30/07/1982,2007-2009,19,4,1,0,1,1.00,18,0,30.67,7.85,3/23,ENG,W
J C Archer*,Jofra Archer,01/04/1995,2019-,34,12,82,0,21*,11.71,41,1,24.44,7.97,4/33,ENG,W
A A P Atkinson*,Gus Atkinson,19/01/1998,2023-,4,2,10,0,8,10.00,6,1,20.33,11.26,4/20,ENG,W
J M Bairstow*,Jonny Bairstow,26/09/1989,2011-,80,72,1671,0,90*,29.84,0,0,-,-,,ENG,W
J T Ball,Jacob Ball,14/03/1991,2018-2018,2,0,0,0,0*,0.00,2,0,41.50,11.86,1/39,ENG,W
T Banton*,Tom Banton,11/11/1998,2019-2022,14,14,327,0,73*,23.36,0,0,-,-,,ENG,W
G J Batty,Gareth Batty,13/10/1977,2009-2009,1,1,4,0,4*,4.00,0,0,-,5.67,0/17,ENG,W
I R Bell,Ian Bell,11/04/1982,2006-2014,8,8,188,0,60,26.86,0,0,-,-,,ENG,W
J G Bethell*,Jacob Bethell,23/10/2003,2024-,10,9,196,0,62,32.67,0,0,-,9.33,0/28,ENG,W
S W Billings*,Sam Billings,15/06/1991,2015-2022,36,32,474,0,87*,17.56,0,0,-,-,,ENG,W
R S Bopara,Ravi Bopara,04/05/1985,2008-2014,38,35,711,0,65,28.44,16,1,24.19,7.21,4/10,ENG,W
S G Borthwick,Scott Borthwick,19/04/1990,2011-2011,1,1,14,0,14*,14.00,1,0,15.00,3.75,1/15,ENG,W
T T Bresnan,Tim Bresnan,28/02/1985,2006-2014,34,22,216,0,47,16.62,24,0,36.96,8.03,3/10,ENG,W
D R Briggs,Danny Briggs,30/04/1991,2012-2014,7,1,0,0,0,0.00,5,0,39.80,11.06,2/25,ENG,W
S C J Broad,Stuart Broad,24/06/1986,2006-2014,56,26,118,0,18,7.38,65,1,22.94,7.63,4/24,ENG,W
H C Brook*,Harry Brook,22/02/1999,2022-,44,37,798,0,81,28.50,0,0,-,-,,ENG,W
P R Brown,Pat Brown,23/08/1998,2019-2019,4,1,4,0,4,0.00,3,0,42.67,9.85,1/29,ENG,W
J C Buttler*,Jos Buttler,08/09/1990,2011-,134,123,3535,1,101,35.35,0,0,-,-,,ENG,W
M A Carberry,Michael Carberry,29/09/1980,2014-2014,1,1,7,0,7*,7.00,0,0,-,-,,ENG,W
B A Carse*,Brydon Carse,31/07/1995,2023-,8,6,37,0,31*,7.40,15,0,15.07,8.07,3/23,ENG,W
P D Collingwood,Paul Collingwood,26/05/1976,2005-2011,35,33,583,0,79*,18.81,16,1,20.56,8.89,4/22,ENG,W
A N Cook,Alastair Cook,25/12/1984,2007-2009,4,4,61,0,26*,15.25,0,0,-,-,,ENG,W
J M Cox*,Jordan Cox,21/10/2000,2024-,2,2,17,0,17*,8.50,0,0,-,-,,ENG,W
M S Crane,Mason Crane,18/02/1997,2017-2017,2,0,0,0,0*,0.00,1,0,62.00,7.75,1/38,ENG,W
S M Curran*,Sam Curran,03/06/1998,2019-,58,34,356,0,50*,14.24,54,1,27.07,8.41,5/10,ENG,W
T K Curran,Tom Curran,12/03/1995,2017-2021,30,13,64,0,14,10.67,29,1,31.28,9.26,4/36,ENG,W
J W M Dalrymple,James Dalrymple,21/01/1981,2006-2007,3,3,60,0,32*,20.00,2,0,19.50,7.80,1/10,ENG,W
S M Davies,Steven Davies,17/06/1986,2009-2011,5,5,102,0,33*,20.40,0,0,-,-,,ENG,W
L A Dawson*,Liam Dawson,01/03/1990,2016-,11,5,57,0,34*,14.25,6,0,40.33,7.12,3/27,ENG,W
J L Denly,Joe Denly,16/03/1986,2009-2020,13,12,125,0,30*,12.50,7,1,13.29,7.75,4/19,ENG,W
J W Dernbach,Jade Dernbach,03/03/1986,2011-2014,34,7,24,0,12*,4.80,39,1,26.15,8.72,4/22,ENG,W
B M Duckett*,Ben Duckett,17/10/1994,2019-,17,17,412,0,70,27.47,0,0,-,-,,ENG,W
S T Finn,Steven Finn,04/04/1989,2011-2015,21,3,14,0,8,0.00,27,0,21.59,7.29,3/16,ENG,W
A Flintoff,Andrew Flintoff,06/12/1977,2005-2007,7,7,76,0,31*,12.67,5,0,32.20,6.44,2/23,ENG,W
B T Foakes*,Ben Foakes,15/02/1993,2019-2019,1,0,0,0,0*,0.00,0,0,-,-,,ENG,W
J S Foster,James Foster,15/04/1980,2009-2009,5,5,37,0,14,12.33,0,0,-,-,,ENG,W
G H S Garton,George Garton,15/04/1997,2022-2022,1,1,2,0,2*,2.00,1,0,57.00,14.25,1/57,ENG,W
R J Gleeson*,Richard Gleeson,02/12/1987,2022-,6,2,2,0,2*,1.00,9,0,20.78,8.90,3/15,ENG,W
D Gough,Darren Gough,18/09/1970,2005-2006,2,0,0,0,0*,0.00,3,0,16.33,7.17,3/16,ENG,W
L Gregory,Lewis Gregory,24/05/1992,2019-2021,9,7,45,0,15*,7.50,2,0,58.50,9.00,1/10,ENG,W
H F Gurney,Harry Gurney,25/10/1986,2014-2014,2,0,0,0,0*,0.00,3,0,18.33,6.88,2/26,ENG,W
A D Hales*,Alex Hales,03/01/1989,2011-,75,75,2074,1,116,30.96,0,0,-,-,,ENG,W
S J Harmison,Steve Harmison,23/10/1978,2005-2006,2,0,0,0,0*,0.00,1,0,42.00,6.46,1/13,ENG,W
W G Jacks*,Will Jacks,21/11/1998,2022-,23,21,383,0,40*,18.24,1,0,41.00,13.67,1/5,ENG,W
G O Jones,Geraint Jones,14/07/1976,2005-2006,2,2,33,0,19*,33.00,0,0,-,-,,ENG,W
C J Jordan*,Chris Jordan,04/10/1988,2014-,95,57,439,0,36*,13.72,108,4,26.36,8.75,4/6,ENG,W
E C Joyce,Ed Joyce,22/09/1978,2006-2007,2,1,1,0,1*,1.00,0,0,-,-,,ENG,W
R W T Key,Robert Key,12/05/1979,2009-2009,1,1,10,0,10,0.00,0,0,-,-,,ENG,W
A Khan,Amjad Khan,14/10/1980,2009-2009,1,1,2,0,2*,2.00,2,0,17.00,8.50,2/34,ENG,W
C Kieswetter,Craig Kieswetter,28/11/1987,2010-2012,25,25,526,0,63*,21.92,0,0,-,-,,ENG,W
R J Kirtley,Robert Kirtley,10/11/1975,2007-2007,1,1,2,0,2,0.00,0,0,-,17.00,0/17,ENG,W
J Lewis,Johnathan Lewis,26/08/1975,2005-2007,2,2,1,0,1*,1.00,4,1,13.75,7.86,4/24,ENG,W
L S Livingstone*,Liam Livingstone,04/08/1993,2017-,60,47,955,1,103*,25.13,33,0,25.39,8.73,3/17,ENG,W
M J Lumb,Michael Lumb,12/02/1980,2010-2014,27,27,552,0,63*,21.23,0,0,-,-,,ENG,W
D L Maddy,Darren Maddy,23/05/1974,2007-2007,4,4,113,0,50*,28.25,3,0,8.67,8.67,2/6,ENG,W
S Mahmood*,Saqib Mahmood,25/02/1997,2019-,19,9,35,0,12*,7.00,21,1,27.90,9.30,4/34,ENG,W
S I Mahmood,Sajid Mahmood,21/12/1981,2006-2009,4,2,1,0,1,0.00,3,0,51.67,11.07,1/31,ENG,W
D J Malan*,Dawid Malan,03/09/1987,2017-,62,60,1892,1,103,36.38,1,0,27.00,13.50,1/27,ENG,W
A D Mascarenhas,Dimitri Mascarenhas,30/10/1977,2007-2009,14,13,123,0,31*,15.38,12,0,25.75,7.36,3/18,ENG,W
S C Meaker,Stuart Meaker,21/01/1989,2012-2012,2,0,0,0,0*,0.00,2,0,35.00,8.94,1/28,ENG,W
T S Mills*,Tymal Mills,12/08/1992,2016-,15,5,8,0,7*,2.67,14,0,32.93,9.10,3/27,ENG,W
Moeen Ali*,Moeen Ali,18/06/1987,2014-,92,75,1229,0,72,21.19,51,0,27.14,8.31,3/24,ENG,W
E J G Morgan,Eoin Morgan,10/09/1986,2009-2022,115,106,2458,0,91*,28.58,0,0,-,-,,ENG,W
D R Mousley*,Dan Mousley,08/07/2001,2024-2024,4,1,8,0,8*,8.00,2,0,41.00,9.11,2/29,ENG,W
P Mustard,Philip Mustard,08/10/1982,2008-2008,2,2,60,0,40*,30.00,0,0,-,-,,ENG,W
P A Nixon,Paul Nixon,21/10/1970,2007-2007,1,1,31,0,31,0.00,0,0,-,-,,ENG,W
J Overton*,Jamie Overton,10/04/1994,2024-,12,8,50,0,19*,8.33,11,0,16.91,8.21,3/20,ENG,W
M S Panesar,Monty Panesar,25/04/1982,2007-2007,1,1,1,0,1*,1.00,2,0,20.00,10.00,2/40,ENG,W
M W Parkinson*,Matt Parkinson,24/10/1996,2019-,6,4,5,0,5*,1.25,7,1,28.29,9.90,4/47,ENG,W
S D Parry,Stephen Parry,12/01/1986,2014-2015,5,1,1,0,1*,1.00,3,0,46.00,8.63,2/33,ENG,W
S R Patel,Samit Patel,30/11/1984,2011-2013,18,14,189,0,67*,15.75,7,0,45.86,7.64,2/6,ENG,W
K P Pietersen,Kevin Pietersen,27/06/1980,2005-2013,37,36,1176,0,79*,37.94,1,0,53.00,10.60,1/27,ENG,W
L E Plunkett,Liam Plunkett,06/04/1985,2006-2019,22,11,42,0,18*,6.00,25,0,25.08,7.90,3/21,ENG,W
M J Prior,Matthew Prior,26/02/1982,2007-2010,10,8,127,0,32*,21.17,0,0,-,-,,ENG,W
W B Rankin,Boyd Rankin,05/07/1984,2013-2013,2,0,0,0,0*,0.00,1,0,24.00,6.00,1/24,ENG,W
A U Rashid*,Adil Rashid,17/02/1988,2009-,124,41,155,0,22*,7.38,131,3,24.35,7.36,4/2,ENG,W
C M W Read,Chris Read,10/08/1978,2006-2006,1,1,13,0,13*,13.00,0,0,-,-,,ENG,W
Rehan Ahmed*,Rehan Ahmed,13/08/2004,2023-,10,6,38,0,11*,9.50,12,0,25.00,9.68,3/39,ENG,W
J E Root*,Joe Root,30/12/1990,2012-2019,32,30,893,0,90,35.72,6,0,23.17,9.93,2/9,ENG,W
J J Roy*,Jason Roy,21/07/1990,2014-,64,64,1522,0,78*,24.16,0,0,-,-,,ENG,W
P D Salt*,Phil Salt,28/08/1996,2022-,43,40,1193,3,119*,34.09,0,0,-,-,,ENG,W
C P Schofield,Christopher Schofield,06/10/1978,2007-2007,4,4,24,0,9,24.00,4,0,23.00,7.17,2/15,ENG,W
O A Shah,Owais Shah,22/10/1978,2007-2009,17,15,347,0,55,24.79,0,0,-,-,,ENG,W
R J Sidebottom,Ryan Sidebottom,15/01/1978,2007-2010,18,1,5,0,5,0.00,23,0,19.00,7.14,3/16,ENG,W
J L Smith*,Jamie Smith,12/07/2000,2025-2025,2,2,28,0,22*,14.00,0,0,-,-,,ENG,W
J N Snape,Jeremy Snape,27/04/1973,2007-2007,1,1,7,0,7*,7.00,0,0,-,12.00,0/12,ENG,W
V S Solanki,Vikram Solanki,01/04/1976,2005-2007,3,3,76,0,43*,25.33,0,0,-,-,,ENG,W
B A Stokes*,Ben Stokes,04/06/1991,2011-,43,36,585,0,52,21.67,26,0,32.92,8.39,3/26,ENG,W
O P Stone*,Olly Stone,09/10/1993,2022-,1,1,0,0,0*,0.00,0,0,-,9.00,0/36,ENG,W
A J Strauss,Andrew Strauss,02/03/1977,2005-2009,4,4,73,0,33*,18.25,0,0,-,-,,ENG,W
G P Swann,Graeme Swann,24/03/1979,2008-2012,39,16,104,0,34*,20.80,51,0,16.84,6.36,3/13,ENG,W
R J W Topley*,Reece Topley,21/02/1994,2015-,35,10,17,0,9*,8.50,33,0,29.64,8.31,3/22,ENG,W
J C Tredwell,James Tredwell,27/02/1982,2012-2014,17,6,32,0,22*,10.67,7,0,59.43,7.87,1/16,ENG,W
C T Tremlett,Christopher Tremlett,02/09/1981,2007-2007,1,0,0,0,0*,0.00,2,0,22.50,11.25,2/45,ENG,W
M E Trescothick,Marcus Trescothick,25/12/1975,2005-2006,3,3,166,0,72*,55.33,0,0,-,-,,ENG,W
I J L Trott,Jonathan Trott,22/04/1981,2007-2010,7,7,138,0,51*,23.00,0,0,-,-,,ENG,W
J A Turner*,John Turner,10/04/2001,2024-2024,2,0,0,0,0*,0.00,1,0,64.00,10.67,1/42,ENG,W
M P Vaughan,Michael Vaughan,29/10/1974,2005-2007,2,2,27,0,27*,13.50,0,0,-,-,,ENG,W
J M Vince*,James Vince,14/03/1991,2015-2022,17,17,463,0,59*,27.24,0,0,-,-,,ENG,W
D J Willey*,David Willey,28/02/1990,2015-,43,26,226,0,33,15.07,51,1,23.14,8.18,4/7,ENG,W
C R Woakes*,Chris Woakes,02/03/1989,2011-,33,17,147,0,37*,16.33,31,0,26.52,8.07,3/4,ENG,W
L Wood*,Luke Wood,02/08/1995,2022-,5,1,3,0,3*,3.00,8,0,21.75,9.67,3/24,ENG,W
M A Wood*,Mark Wood,11/01/1990,2015-,38,7,27,0,10,13.50,54,0,20.24,8.45,3/9,ENG,W
L J Wright,Luke Wright,07/03/1985,2007-2014,51,44,759,0,99,18.98,18,0,25.83,8.45,2/24,ENG,W
M H Yardy,Michael Yardy,27/11/1980,2006-2011,14,8,96,0,35,32.00,11,0,27.18,6.50,2/19,ENG,W
Total Players = 107,,,,,,,,,,,,,,,ENG,W
S A Abbott*,Sean Abbott,29/02/1992,2014-,20,7,25,0,12,5.00,26,1,20.96,8.91,4/31,AUS,W
A C Agar*,Ashton Agar,14/10/1993,2016-,49,29,279,0,29*,11.63,49,2,23.04,6.50,6/30,AUS,W
G J Bailey,George Bailey,07/09/1982,2012-2016,29,25,470,0,63*,26.11,0,0,-,-,,AUS,W
C T Bancroft,Cameron Bancroft,19/11/1992,2016-2016,1,1,0,0,0,0.00,0,0,-,-,,AUS,W
X C Bartlett*,Xavier Bartlett,17/12/1998,2024-,7,2,5,0,5*,2.50,11,0,14.73,6.85,3/13,AUS,W
J P Behrendorff*,Jason Behrendorff,20/04/1990,2017-,17,2,7,0,5*,7.00,18,1,24.61,8.36,4/21,AUS,W
T R Birt,Travis Birt,09/12/1981,2010-2012,4,3,31,0,17*,10.33,0,0,-,-,,AUS,W
S M Boland*,Scott Boland,11/04/1989,2016-2016,3,0,0,0,0*,0.00,3,0,30.00,8.18,3/26,AUS,W
D E Bollinger,Doug Bollinger,24/07/1981,2011-2014,9,2,1,0,1,0.00,9,0,27.67,7.11,1/22,AUS,W
C J Boyce,Cameron Boyce,27/07/1989,2014-2016,7,2,4,0,3*,4.00,8,0,19.00,6.61,2/10,AUS,W
N W Bracken,Nathan Bracken,12/09/1977,2006-2009,19,6,15,0,4,5.00,19,0,23.05,6.97,3/11,AUS,W
A T Carey*,Alex Carey,27/08/1991,2018-2021,38,26,233,0,37,11.10,0,0,-,-,,AUS,W
D T Christian,Dan Christian,04/05/1983,2010-2021,23,14,118,0,39*,14.75,13,0,30.62,8.56,3/27,AUS,W
S R Clark,Stuart Clark,28/09/1975,2006-2007,9,0,0,0,0*,0.00,13,1,18.23,6.58,4/20,AUS,W
M J Clarke,Michael Clarke,02/04/1981,2005-2010,34,28,488,0,67*,21.22,6,0,37.50,8.65,1/2,AUS,W
C Connolly*,Cooper Connolly,22/08/2003,2024-,2,0,0,0,0*,0.00,0,0,-,9.00,0/20,AUS,W
N M Coulter-Nile,Nathan Coulter-Nile,11/10/1987,2013-2019,28,15,150,0,34*,13.64,34,1,23.56,8.26,4/30,AUS,W
P J Cummins*,Pat Cummins,08/05/1993,2011-,57,27,158,0,28*,10.53,66,0,23.44,7.40,3/15,AUS,W
B C J Cutting,Ben Cutting,30/01/1987,2013-2014,4,3,35,0,29*,11.67,1,0,99.00,9.00,1/18,AUS,W
T H David*,Tim David,16/03/1996,2022-,40,34,643,0,64*,26.79,0,0,-,-,,AUS,W
X J Doherty,Xavier Doherty,22/11/1982,2012-2013,11,4,18,0,9,18.00,10,0,30.00,7.89,3/20,AUS,W
B R Dunk,Ben Dunk,11/03/1987,2014-2017,5,5,99,0,32*,19.80,0,0,-,-,,AUS,W
B J Dwarshuis*,Ben Dwarshuis,23/06/1994,2022-,3,3,1,0,1*,0.50,5,0,22.40,10.18,3/40,AUS,W
N Ellis*,Nathan Ellis,22/09/1994,2021-,20,6,18,0,11,6.00,32,1,16.91,7.66,4/28,AUS,W
J P Faulkner,James Faulkner,29/04/1990,2012-2017,24,18,159,0,41,14.45,36,1,19.00,7.97,5/27,AUS,W
Fawad Ahmed,Fawad Ahmed,05/02/1982,2013-2013,2,1,3,0,3,0.00,3,0,22.67,8.50,3/25,AUS,W
C J Ferguson,Callum Ferguson,21/11/1984,2009-2009,3,3,16,0,8*,5.33,0,0,-,-,,AUS,W
A J Finch*,Aaron Finch,17/11/1986,2011-,103,103,3120,2,172*,34.29,0,0,-,13.50,0/9,AUS,W
J Fraser-Mcgurk*,Jake Fraser-McGurk,11/04/2002,2024-,7,7,113,0,50*,16.14,0,0,-,-,,AUS,W
B Geeves,Brett Geeves,13/06/1982,2009-2009,1,0,0,0,0*,0.00,2,0,17.50,10.50,2/35,AUS,W
A C Gilchrist,Adam Gilchrist,14/11/1971,2005-2008,13,13,272,0,48*,22.67,0,0,-,-,,AUS,W
J N Gillespie,Jason Gillespie,19/04/1975,2005-2005,1,1,24,0,24*,24.00,1,0,49.00,12.25,1/49,AUS,W
C Green*,Cameron Green,03/06/1999,2022-,13,12,263,0,62,26.30,12,0,23.25,8.90,3/35,AUS,W
C J Green*,Chris Green,01/10/1993,2023-,1,1,2,0,2,0.00,0,0,-,9.00,0/36,AUS,W
B J Haddin,Brad Haddin,23/10/1977,2006-2014,34,29,402,0,47*,17.48,0,0,-,-,,AUS,W
P S P Handscomb*,Peter Handscomb,26/04/1991,2019-2019,2,2,33,0,20,33.00,0,0,-,-,,AUS,W
A M Hardie*,Aaron Hardie,07/01/1999,2023-,13,8,128,0,28*,21.33,10,0,25.00,8.33,3/21,AUS,W
R J Harris,Ryan Harris,11/10/1979,2010-2010,3,1,2,0,2,0.00,4,0,23.75,8.14,2/27,AUS,W
S M Harwood,Shane Harwood,01/03/1974,2007-2009,3,1,0,0,0,0.00,3,0,37.67,9.42,2/21,AUS,W
J W Hastings,John Hastings,04/11/1985,2010-2016,9,6,46,0,15*,11.50,7,0,35.29,7.97,3/14,AUS,W
N M Hauritz,Nathan Hauritz,18/10/1981,2009-2009,3,2,6,0,4*,3.00,2,0,23.50,6.41,1/20,AUS,W
M L Hayden,Matthew Hayden,29/10/1971,2005-2007,9,9,308,0,73,51.33,0,0,-,-,,AUS,W
J R Hazlewood*,Josh Hazlewood,08/01/1991,2013-,52,10,29,0,13,9.67,67,4,22.16,7.51,4/12,AUS,W
T M Head*,Travis Head,29/12/1993,2016-,38,37,1093,0,91*,33.12,1,0,56.00,9.33,1/16,AUS,W
M C Henriques,Moises Henriques,01/02/1987,2009-2021,24,21,355,0,62,20.88,7,0,27.86,8.48,3/22,AUS,W
B W Hilfenhaus,Ben Hilfenhaus,15/03/1983,2007-2012,7,3,2,0,2*,1.00,9,0,17.89,6.19,2/15,AUS,W
B J Hodge,Bradley Hodge,29/12/1974,2007-2014,15,11,183,0,36*,26.14,1,0,43.00,8.60,1/13,AUS,W
G B Hogg,Brad Hogg,06/02/1971,2006-2014,15,4,55,0,41*,13.75,7,0,53.29,7.61,2/31,AUS,W
J R Hopes,James Hopes,24/10/1978,2005-2010,12,7,105,0,30*,21.00,10,0,28.40,7.68,2/26,AUS,W
P J Hughes,Phillip Hughes,30/11/1988,2014-2014,1,1,6,0,6*,6.00,0,0,-,-,,AUS,W
D J Hussey,David Hussey,15/07/1977,2008-2012,39,36,756,0,88,22.91,19,0,20.63,6.52,3/25,AUS,W
